date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90,smooth_gcc_mean,smooth_gcc_50,smooth_gcc_75,smooth_gcc_90,smooth_rcc_mean,smooth_rcc_50,smooth_rcc_75,smooth_rcc_90,smooth_ci_gcc_mean,smooth_ci_gcc_50,smooth_ci_gcc_75,smooth_ci_gcc_90,smooth_ci_rcc_mean,smooth_ci_rcc_50,smooth_ci_rcc_75,smooth_ci_rcc_90,int_flag,evi
8/24/2023,2023,236,23,goodwaterbau_2023_08_24_115305.jpg,119.16334,112.52854,58.9391,0.38719,0.41002,119.76093,5.35857,113.87836,2.79339,61.43934,4.36727,0.38597,0.00383,0.38588,0.38977,0.3903,0.40583,0.01369,0.4079,0.40962,0.41268,61.64593,NA,0,0,0,0,0.38982,0.38999,0.3932,0.39548,0.40164,0.40383,0.40842,0.41385,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.468456169
8/25/2023,2023,237,23,goodwaterbau_2023_08_25_115305.jpg,118.56829,113.4261,60.77824,0.38742,0.40498,121.15006,6.4377,114.41054,3.74193,61.94773,5.5825,0.38466,0.00442,0.38476,0.38844,0.38973,0.40722,0.01544,0.4089,0.41311,0.4171,61.29764,NA,0,0,0,0,0.38956,0.38965,0.3927,0.39515,0.40305,0.40557,0.40977,0.41464,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.454497523
8/26/2023,2023,238,22,goodwaterbau_2023_08_26_115305.jpg,118.12668,115.13377,57.01754,0.39663,0.40694,109.28266,6.50001,111.37489,2.9954,56.94269,4.19446,0.40151,0.01111,0.39777,0.40375,0.4143,0.39341,0.0113,0.3944,0.40144,0.40557,60.94566,NA,0,0,0,0,0.38898,0.38901,0.39191,0.39446,0.40487,0.40769,0.4115,0.41586,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.440340027
8/27/2023,2023,239,22,goodwaterbau_2023_08_27_115305.jpg,119.68245,113.56716,58.89338,0.38874,0.40967,115.15155,9.93527,111.74736,6.61437,60.5919,7.16026,0.38898,0.00476,0.39002,0.39216,0.3944,0.40044,0.01802,0.40949,0.4117,0.4139,60.59154,NA,0,0,0,0,0.3877,0.38768,0.39048,0.39302,0.40711,0.41008,0.41368,0.41766,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.426167643
8/28/2023,2023,240,22,goodwaterbau_2023_08_28_115305.jpg,124.85003,114.44672,59.39636,0.38316,0.41799,121.59989,6.46296,114.02808,3.76943,60.38582,4.57922,0.38528,0.00291,0.38604,0.38795,0.38826,0.41072,0.01384,0.41473,0.41738,0.42242,60.23392,NA,0,0,0,0,0.38543,0.38544,0.38819,0.39046,0.40998,0.41297,0.41661,0.42035,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.412149723
8/29/2023,2023,241,22,goodwaterbau_2023_08_29_115306.jpg,118.0853,107.79025,55.10027,0.38363,0.42027,125.68997,5.22703,113.73013,4.1092,58.18564,3.99633,0.38223,0.00291,0.38259,0.38465,0.38547,0.42238,0.00741,0.41999,0.42454,0.43347,59.87437,NA,0,0,0,0,0.38244,0.38253,0.38523,0.38705,0.41343,0.41639,0.42021,0.42378,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.398237618
8/30/2023,2023,242,22,goodwaterbau_2023_08_30_115305.jpg,122.53626,109.39568,55.12115,0.3811,0.42688,124.92143,6.80572,113.47503,5.79718,60.66457,6.98667,0.37959,0.00348,0.38072,0.38154,0.38274,0.41796,0.01314,0.42115,0.42441,0.42757,59.51146,NA,0,0,0,0,0.37914,0.37933,0.38197,0.38334,0.41705,0.41991,0.424,0.42748,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.384364431
8/31/2023,2023,243,22,goodwaterbau_2023_08_31_115305.jpg,120.37039,107.32183,56.82995,0.3772,0.42306,124.11616,5.36649,111.26168,5.86286,61.06038,8.12899,0.37547,0.00354,0.37596,0.37855,0.37913,0.41916,0.01201,0.42182,0.42569,0.42907,59.14641,NA,0,0,0,0,0.37598,0.37623,0.3788,0.37988,0.42041,0.42312,0.42749,0.43099,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.370536742
9/1/2023,2023,244,22,goodwaterbau_2023_09_01_115305.jpg,126.01441,110.25705,58.64856,0.37385,0.42728,126.79318,4.83828,111.70005,5.6965,61.69366,8.21429,0.3722,0.00351,0.37249,0.37535,0.37582,0.42288,0.01265,0.42583,0.42966,0.43434,58.77893,NA,0,0,0,0,0.37274,0.37296,0.37548,0.37652,0.42356,0.42603,0.43068,0.43431,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.356684667
9/2/2023,2023,245,22,goodwaterbau_2023_09_02_115305.jpg,124.76351,106.47585,57.37635,0.36892,0.43228,128.03768,6.33791,110.37645,6.52489,62.01934,8.26127,0.36744,0.00365,0.36696,0.37136,0.37183,0.42662,0.01338,0.43052,0.43525,0.43654,58.40909,NA,0,0,0,0,0.36919,0.36934,0.37184,0.37298,0.42675,0.42888,0.43386,0.43775,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.342746085
9/3/2023,2023,246,22,goodwaterbau_2023_09_03_115305.jpg,128.60112,107.65913,59.06312,0.36455,0.43546,130.63872,5.20855,110.42164,5.12023,61.90716,6.30259,0.36446,0.00271,0.3636,0.36714,0.36813,0.43146,0.01206,0.43361,0.43976,0.44066,58.05056,NA,0,0,0,0,0.36573,0.36578,0.36828,0.36957,0.42988,0.43165,0.43702,0.44122,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.328702281
9/4/2023,2023,247,22,goodwaterbau_2023_09_04_115305.jpg,137.66047,113.63476,62.7433,0.36185,0.43836,134.99955,4.15017,111.88948,3.92313,62.31286,6.0662,0.36187,0.00265,0.36238,0.36431,0.36522,0.43687,0.01362,0.43635,0.44508,0.44779,57.69181,NA,0,0,0,0,0.36275,0.36274,0.3652,0.36661,0.43281,0.43429,0.44013,0.44464,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.314576232
9/5/2023,2023,248,22,goodwaterbau_2023_09_05_115305.jpg,131.24497,105.55062,56.03054,0.36045,0.4482,137.22492,9.15142,114.40451,6.30427,66.83926,6.58601,0.35934,0.00403,0.35907,0.36081,0.36568,0.43095,0.01505,0.43291,0.44175,0.44779,57.33085,NA,0,0,0,0,0.36039,0.36035,0.36267,0.36421,0.43574,0.43688,0.44342,0.44837,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.300374065
9/6/2023,2023,249,22,goodwaterbau_2023_09_06_115305.jpg,136.5878,113.45999,64.67381,0.36051,0.434,133.00199,3.85758,110.85862,2.08828,63.19499,1.84944,0.36105,0.00149,0.3608,0.36184,0.3632,0.43311,0.00626,0.43391,0.43494,0.4374,56.96777,NA,0,0,0,0,0.35835,0.35831,0.36042,0.36211,0.43875,0.43947,0.44689,0.45245,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.286074411
9/7/2023,2023,250,22,goodwaterbau_2023_09_07_115305.jpg,133.03959,105.83688,58.00837,0.35649,0.44812,137.55104,5.40666,108.95958,3.97028,60.78113,6.54455,0.35455,0.00284,0.35429,0.35688,0.35764,0.4479,0.01823,0.44596,0.45421,0.4708,56.60266,NA,0,0,0,0,0.35647,0.35644,0.35833,0.36015,0.44158,0.44192,0.45018,0.45636,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.271683284
9/8/2023,2023,251,22,goodwaterbau_2023_09_08_115305.jpg,136.50827,107.70485,56.10257,0.35864,0.45455,133.15473,4.48579,107.40614,4.18883,60.6196,7.12441,0.35664,0.00358,0.35861,0.35981,0.36006,0.44249,0.01571,0.44532,0.45063,0.45724,56.23559,NA,0,0,0,0,0.35457,0.35454,0.35628,0.35815,0.44401,0.4441,0.45292,0.45957,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.257241869
9/9/2023,2023,252,22,goodwaterbau_2023_09_09_115305.jpg,115.54345,96.06589,56.59095,0.35819,0.43081,137.55947,9.58324,108.89599,4.95726,63.13549,6.59213,0.35177,0.00308,0.35121,0.35286,0.35771,0.44422,0.02098,0.44408,0.45818,0.46463,55.86666,NA,0,0,0,0,0.35269,0.35261,0.35433,0.35615,0.44598,0.44607,0.45519,0.46201,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.242776747
9/10/2023,2023,253,22,goodwaterbau_2023_09_10_115306.jpg,146.66494,112.82352,64.37984,0.34836,0.45285,142.37506,6.21776,109.76225,2.57131,62.59065,4.11016,0.34877,0.003,0.34816,0.34967,0.35004,0.45231,0.01503,0.45195,0.46108,0.46566,55.49626,NA,0,0,0,0,0.35091,0.35075,0.35254,0.35424,0.44769,0.44792,0.45726,0.46405,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.228308579
9/11/2023,2023,254,22,goodwaterbau_2023_09_11_115305.jpg,139.42168,105.34236,57.09297,0.34898,0.46188,132.24527,5.88612,102.51252,3.9049,56.88614,3.8086,0.35155,0.00159,0.35156,0.35274,0.35334,0.45348,0.00917,0.45293,0.46136,0.46357,55.12358,NA,0,0,0,0,0.34916,0.34894,0.35079,0.35235,0.44921,0.44962,0.45904,0.4658,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.213898996
9/12/2023,2023,255,22,goodwaterbau_2023_09_12_115306.jpg,131.47984,100.12154,55.73392,0.34845,0.45758,131.362,10.54887,103.56035,5.23065,61.48705,7.90086,0.34944,0.00381,0.3483,0.35219,0.35533,0.44316,0.02601,0.44349,0.46125,0.46803,54.74991,NA,0,0,0,0,0.34737,0.34713,0.34897,0.3504,0.45062,0.45113,0.46046,0.46736,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.199649566
9/13/2023,2023,256,22,goodwaterbau_2023_09_13_115305.jpg,150.25017,114.08903,66.50869,0.34484,0.45414,141.28185,8.96963,106.91585,5.70625,62.38446,5.04295,0.34424,0.00312,0.34417,0.34568,0.34587,0.45484,0.01551,0.45514,0.45969,0.47227,54.37418,NA,0,0,0,0,0.34546,0.34528,0.34697,0.34827,0.45185,0.45234,0.46125,0.46865,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.185705952
9/14/2023,2023,257,22,goodwaterbau_2023_09_14_115305.jpg,134.49088,105.1859,64.45855,0.34585,0.44221,140.95917,8.79036,107.41375,4.52661,63.99952,3.27007,0.34392,0.00185,0.34371,0.34581,0.34635,0.451,0.01166,0.45209,0.45984,0.46344,53.99735,NA,0,0,0,0,0.3435,0.34342,0.34489,0.34603,0.45281,0.45326,0.46141,0.46955,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.172186198
9/15/2023,2023,258,20,goodwaterbau_2023_09_15_115305.jpg,157.63709,118.25849,71.69207,0.34023,0.45352,147.23428,10.35912,110.96618,6.48749,68.09499,5.38059,0.34011,0.00241,0.3402,0.3406,0.34333,0.4511,0.01367,0.45384,0.45842,0.46616,53.61923,NA,0,0,0,0,0.34161,0.34164,0.34289,0.34389,0.45358,0.45402,0.46132,0.47019,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.159153412
9/16/2023,2023,259,21,goodwaterbau_2023_09_16_115305.jpg,131.0992,103.3902,68.59526,0.34113,0.43255,137.93291,6.29802,105.5758,5.44596,65.15383,6.57517,0.34207,0.00181,0.34198,0.34327,0.34406,0.44719,0.01312,0.44837,0.45456,0.46309,53.2399,NA,0,0,0,0,0.33992,0.34003,0.34111,0.34203,0.45422,0.45474,0.46139,0.47066,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.146599912
9/17/2023,2023,260,21,goodwaterbau_2023_09_17_115305.jpg,147.7823,105.6734,59.31729,0.33786,0.47249,143.83043,8.81313,103.83385,4.48828,60.4588,4.48587,0.337,0.00358,0.3374,0.33827,0.33888,0.46663,0.01753,0.46672,0.47249,0.48535,52.85948,NA,0,0,0,0,0.33838,0.33854,0.33949,0.34043,0.45484,0.4555,0.46164,0.47097,0.00191,0.00199,0.00214,0.00246,0.01024,0.01057,0.0107,0.01097,NA,0.134505887
9/18/2023,2023,261,21,goodwaterbau_2023_09_18_115305.jpg,154.37186,114.03318,69.74519,0.33723,0.45652,146.93532,8.64623,107.59214,6.51888,65.97876,6.06956,0.33561,0.00301,0.33674,0.33705,0.33723,0.45863,0.01636,0.45652,0.465,0.48107,52.47806,NA,0,0,0,0,0.33693,0.33715,0.33797,0.33898,0.45539,0.45621,0.46184,0.47106,0.00191,0.00199,0.00214,0.00246,0.01024,0.01057,0.0107,0.01097,NA,0.122881424
9/19/2023,2023,262,21,goodwaterbau_2023_09_19_115305.jpg,155.71813,115.11367,72.01804,0.33576,0.45419,151.4153,6.90954,111.82687,4.94459,70.16612,4.14564,0.3354,0.00138,0.33558,0.33604,0.33639,0.45417,0.00874,0.45295,0.45796,0.46394,52.09576,NA,0,0,0,0,0.33567,0.33591,0.33664,0.33771,0.45565,0.45673,0.46202,0.47101,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.111722619
9/20/2023,2023,263,21,goodwaterbau_2023_09_20_115306.jpg,143.3841,104.81913,64.37846,0.33533,0.45871,141.50043,6.56835,106.30056,2.98525,68.34858,4.91621,0.33623,0.00113,0.33604,0.33629,0.33721,0.44754,0.01583,0.45068,0.45615,0.45965,51.71285,NA,0,0,0,0,0.33476,0.33491,0.33571,0.33689,0.45523,0.45682,0.46203,0.47039,0.00193,0.00201,0.00217,0.0025,0.01038,0.01072,0.01085,0.01112,NA,0.101021309
9/21/2023,2023,264,21,goodwaterbau_2023_09_21_115305.jpg,137.72145,100.76348,62.10148,0.33522,0.45818,148.79737,11.00308,108.73047,4.87549,68.24134,5.62146,0.33381,0.00394,0.33367,0.33522,0.33834,0.45648,0.0214,0.46288,0.46749,0.47741,51.32886,NA,0,0,0,0,0.33399,0.33404,0.33493,0.33621,0.45467,0.45677,0.46205,0.46969,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.090779479
9/22/2023,2023,265,21,goodwaterbau_2023_09_22_115306.jpg,144.81824,107.1407,68.97687,0.33384,0.45124,151.50884,8.23482,110.02246,4.84249,69.3045,2.67839,0.33257,0.0013,0.33255,0.33319,0.33384,0.4578,0.00715,0.45676,0.46216,0.46727,50.94467,NA,0,0,0,0,0.33328,0.33325,0.33415,0.3354,0.45422,0.45671,0.46223,0.4693,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.081010344
9/23/2023,2023,266,21,goodwaterbau_2023_09_23_115305.jpg,146.68886,106.77581,67.89646,0.33226,0.45646,149.89399,8.25123,108.86079,4.02049,68.36076,2.29929,0.33284,0.00242,0.3331,0.3344,0.33549,0.458,0.00938,0.45731,0.46387,0.47143,50.55964,NA,0,0,0,0,0.33274,0.33262,0.33351,0.33471,0.45351,0.45644,0.46238,0.46879,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.071724927
9/24/2023,2023,267,20,goodwaterbau_2023_09_24_115305.jpg,139.64252,100.92468,62.91016,0.33256,0.46014,148.37724,14.48544,110.59679,7.81601,73.04863,7.04962,0.33315,0.00241,0.33217,0.33465,0.3368,0.44648,0.02094,0.4556,0.45842,0.46389,50.1744,NA,0,0,0,0,0.3323,0.33208,0.33297,0.33408,0.45283,0.45619,0.46259,0.46834,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.062929615
9/25/2023,2023,268,20,goodwaterbau_2023_09_25_115305.jpg,160.942,117.08083,74.86685,0.33178,0.45607,148.6003,13.29457,110.3109,6.80982,73.28407,8.04568,0.33207,0.00239,0.33164,0.33187,0.33371,0.44707,0.02481,0.45456,0.46121,0.46526,49.78889,NA,0,0,0,0,0.33187,0.33159,0.33245,0.33348,0.45245,0.45614,0.46291,0.46814,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.054636077
9/26/2023,2023,269,20,goodwaterbau_2023_09_26_115305.jpg,158.75069,114.61985,72.59216,0.33131,0.45887,151.4093,9.93751,109.81165,5.48685,70.5437,5.29254,0.33098,0.00217,0.33098,0.33138,0.33152,0.45623,0.01658,0.45766,0.46392,0.46874,49.40321,NA,0,0,0,0,0.33147,0.33116,0.33194,0.33286,0.45248,0.45644,0.46351,0.46834,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.046846544
9/27/2023,2023,270,20,goodwaterbau_2023_09_27_115305.jpg,178.70661,137.93329,97.92465,0.33272,0.43107,148.9816,14.19262,109.15548,9.28691,71.55252,9.06033,0.33106,0.00227,0.33093,0.33126,0.33145,0.45188,0.02178,0.45263,0.46537,0.47072,49.01744,NA,0,0,0,0,0.33115,0.33083,0.33148,0.33225,0.45271,0.45693,0.46432,0.46879,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.039558539
9/28/2023,2023,271,20,goodwaterbau_2023_09_28_115305.jpg,160.1085,115.21548,73.07351,0.3307,0.45956,148.6871,12.64356,108.18337,6.3555,70.1931,6.03681,0.33079,0.00266,0.33068,0.33102,0.33121,0.45424,0.02051,0.45716,0.4669,0.47272,48.63168,NA,0,0,0,0,0.33089,0.33057,0.33108,0.33171,0.45297,0.45732,0.46504,0.4692,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.032754968
9/29/2023,2023,272,20,goodwaterbau_2023_09_29_115305.jpg,153.26698,109.93242,69.66625,0.33026,0.46045,152.01549,10.81766,110.50792,5.25296,71.70793,5.60906,0.33064,0.00273,0.33022,0.33058,0.33082,0.45458,0.01937,0.4592,0.46555,0.46924,48.24601,NA,0,0,0,0,0.33066,0.33036,0.33079,0.33133,0.45305,0.45734,0.46534,0.46926,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.026386405
9/30/2023,2023,273,20,goodwaterbau_2023_09_30_115306.jpg,155.89507,112.09815,71.62807,0.33007,0.45903,151.0644,13.04932,110.32689,6.54699,72.4212,6.24933,0.33052,0.00299,0.33015,0.33062,0.33073,0.45216,0.0216,0.45725,0.46356,0.46721,47.86065,NA,0,0,0,0,0.3305,0.33022,0.33064,0.33119,0.45297,0.45688,0.46508,0.46881,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.020418459
10/1/2023,2023,274,20,goodwaterbau_2023_10_01_115306.jpg,156.74013,112.8352,72.00933,0.33033,0.45886,150.71556,11.78841,109.63795,5.33083,71.5923,5.43953,0.33031,0.00264,0.3302,0.33046,0.33055,0.45364,0.02046,0.45727,0.46684,0.469,47.47545,NA,0,0,0,0,0.3304,0.33017,0.33063,0.33123,0.45284,0.45614,0.46447,0.46809,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,0.01487175
10/2/2023,2023,275,20,goodwaterbau_2023_10_02_115305.jpg,138.45519,102.02305,66.00755,0.33288,0.45175,151.84672,13.64863,110.34186,5.12588,71.78243,5.55656,0.33048,0.00365,0.3295,0.33006,0.33339,0.454,0.02439,0.46287,0.46797,0.47098,47.09053,NA,0,0,0,0,0.33034,0.33015,0.33066,0.33134,0.45271,0.45537,0.46379,0.46732,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.00969077
10/3/2023,2023,276,19,goodwaterbau_2023_10_03_115305.jpg,159.07124,111.93673,69.05512,0.32916,0.46777,147.37193,9.18088,106.34789,3.72777,68.79539,4.11314,0.32979,0.0029,0.33005,0.33128,0.33161,0.45669,0.01613,0.45767,0.46644,0.46889,46.70619,NA,0,0,0,0,0.33027,0.33012,0.33066,0.33138,0.45259,0.45479,0.46331,0.46676,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,0.004880996
10/4/2023,2023,277,19,goodwaterbau_2023_10_04_115305.jpg,167.99564,119.2426,74.91001,0.32926,0.46389,144.90761,10.52706,107.68301,5.26441,72.59657,2.7466,0.33117,0.00073,0.33132,0.3316,0.33177,0.44519,0.01208,0.44472,0.45358,0.45932,46.32242,NA,0,0,0,0,0.33019,0.33008,0.33063,0.33135,0.45241,0.45422,0.46299,0.46639,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,0.000600023
10/5/2023,2023,278,19,goodwaterbau_2023_10_05_115305.jpg,155.74892,112.42348,72.45386,0.33005,0.45724,148.92745,10.00284,108.80127,5.28648,71.83046,3.21093,0.33016,0.00093,0.33013,0.33061,0.33139,0.45158,0.01107,0.45085,0.46108,0.46497,45.93934,NA,0,0,0,0,0.33014,0.33006,0.33062,0.33132,0.45217,0.45352,0.46266,0.46606,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,-0.003042921
10/6/2023,2023,279,19,goodwaterbau_2023_10_06_115305.jpg,139.13793,103.07235,71.12109,0.32896,0.44406,144.48974,6.40691,105.57382,4.16662,70.08206,4.64654,0.32977,0.001,0.3297,0.33026,0.33098,0.45137,0.01116,0.44784,0.46101,0.46584,45.55706,NA,0,0,0,0,0.3301,0.33005,0.33061,0.33129,0.45194,0.45288,0.46236,0.46583,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,-0.005997571
10/7/2023,2023,280,19,goodwaterbau_2023_10_07_115305.jpg,157.68159,113.20546,72.20434,0.32996,0.45959,150.86007,10.81795,109.73581,6.11852,71.99747,5.03458,0.32995,0.00115,0.32996,0.33058,0.33111,0.45333,0.01423,0.4572,0.46444,0.46688,45.17568,NA,0,0,0,0,0.33007,0.33005,0.33061,0.33129,0.4518,0.45254,0.46215,0.46572,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,-0.008288741
10/8/2023,2023,281,19,goodwaterbau_2023_10_08_115305.jpg,150.19668,108.03434,68.80798,0.33034,0.45926,151.95124,9.89817,110.08355,5.88109,71.48842,4.12332,0.33007,0.00092,0.33005,0.33037,0.33071,0.4554,0.01044,0.4554,0.46361,0.46519,44.79533,NA,0,0,0,0,0.33006,0.33003,0.33058,0.33133,0.45195,0.45285,0.46228,0.46596,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,-0.009921601
10/9/2023,2023,282,19,goodwaterbau_2023_10_09_115305.jpg,153.32471,110.5326,71.15588,0.32994,0.45767,149.04586,12.10882,108.37822,6.97755,71.31793,5.37728,0.32969,0.00129,0.32982,0.33034,0.3306,0.45306,0.01447,0.45541,0.46366,0.46764,44.41611,NA,0,0,0,0,0.33006,0.33,0.33055,0.33141,0.45234,0.45369,0.46275,0.46654,0.00183,0.0019,0.00206,0.00236,0.00982,0.01014,0.01026,0.01052,NA,-0.010860533
10/10/2023,2023,283,19,goodwaterbau_2023_10_10_115306.jpg,162.74954,117.51252,76.06744,0.32979,0.45674,149.04527,11.48406,108.51722,6.55872,71.63167,5.96668,0.32965,0.00148,0.32955,0.33038,0.33071,0.45253,0.01616,0.45453,0.46424,0.46782,44.03819,NA,0,0,0,0,0.33009,0.32998,0.33054,0.33152,0.45267,0.45456,0.46322,0.46717,0.0019,0.00198,0.00213,0.00245,0.0102,0.01053,0.01066,0.01093,NA,-0.011130679
10/11/2023,2023,284,19,goodwaterbau_2023_10_11_115305.jpg,169.22317,122.13804,78.38342,0.33033,0.45768,155.052,14.53081,114.60415,6.986,76.59067,8.46865,0.33102,0.00261,0.33031,0.33078,0.33448,0.44745,0.02716,0.45232,0.46301,0.46921,43.66155,NA,0,0,0,0,0.33013,0.33,0.33057,0.33166,0.45268,0.45495,0.46333,0.46756,0.00198,0.00206,0.00222,0.00255,0.01062,0.01097,0.0111,0.01138,NA,-0.010833957
